href,area,price
https://shopeefood.vn/ho-chi-minh/ruong-pub-nuong-tay-nguyen-bo-dat-vang,Quận 1,153500.0
https://shopeefood.vn/ho-chi-minh/nhat-thien-moc-soup-vi-ca-bangkok,Quận 1,1104266.0
https://shopeefood.vn/ho-chi-minh/bun-cha-ha-noi-nguyen-thi-minh-khai,Quận 1,76666.0
https://shopeefood.vn/ho-chi-minh/com-ga-tam-ky-hong-nga-bui-thi-xuan,Quận 1,46000.0
https://shopeefood.vn/ho-chi-minh/mi-y-a-hoai-spaghetti-khong-chi-nhanh-55-3b-tran-dinh-xu-quan-1,Quận 1,78176.0
https://shopeefood.vn/ho-chi-minh/com-tam-phuc-loc-tho-236-dinh-tien-hoang,Quận 1,59750.0
https://shopeefood.vn/ho-chi-minh/banh-canh-he-phu-yen-mac-dinh-chi,Quận 1,37600.0
https://shopeefood.vn/ho-chi-minh/quan-pho-phuong-hoang-sa,Quận 1,75200.0
https://shopeefood.vn/ho-chi-minh/quan-chay-ngoc-tho,Quận 1,67058.0
https://shopeefood.vn/ho-chi-minh/hao-ky-mi-gia-hu-tieu-xao-dinh-cong-trang,Quận 1,86312.0
https://shopeefood.vn/ho-chi-minh/won-chicken-ga-ran-han-quoc-hoang-sa,Quận 1,105000.0
https://shopeefood.vn/ho-chi-minh/toan-quan-hu-tieu-nam-vang,Quận 1,41470.0
https://shopeefood.vn/ho-chi-minh/hoppy-sense-of-craft-beer-mon-a-au-ket-hop-nguyen-van-thu,Quận 1,152000.0
https://shopeefood.vn/ho-chi-minh/thu-hien-goi-ga-vit,Quận 1,60588.0
https://shopeefood.vn/ho-chi-minh/com-tam-86,Quận 1,46052.0
https://shopeefood.vn/ho-chi-minh/tay-loc,Quận 1,41875.0
https://shopeefood.vn/ho-chi-minh/kieu-van,Quận 1,54117.0
https://shopeefood.vn/ho-chi-minh/mong-kok-roast-noodles,Quận 1,109994.0
https://shopeefood.vn/ho-chi-minh/bliss-bistro-com-trua-van-phong-mon-a-au,Quận 1,75941.0
https://shopeefood.vn/ho-chi-minh/banh-mi-611-luong-huu-khanh,Quận 1,44875.0
https://shopeefood.vn/ho-chi-minh/ghem-com-viet-nam-103-pasteur,Quận 1,75812.0
https://shopeefood.vn/ho-chi-minh/hanh-chec-banh-da-cua-bun-tom-be-be,Quận 1,72375.0
https://shopeefood.vn/ho-chi-minh/pho-bo-vien-thap-cam,Quận 1,65000.0
https://shopeefood.vn/ho-chi-minh/ut-hue-bun-bo-banh-canh-do-quang-dau,Quận 1,23454.0
https://shopeefood.vn/ho-chi-minh/sen-thi-quan-nguyen-hue,Quận 1,154235.0
https://shopeefood.vn/ho-chi-minh/bun-bo-hue-18-cao-ba-nha,Quận 1,30000.0
https://shopeefood.vn/ho-chi-minh/bun-thit-nuong-cha-gio-ba-them,Quận 1,37727.0
https://shopeefood.vn/ho-chi-minh/co-ngu-bun-doc-mung-dac-san-ha-noi,Quận 1,183444.0
https://shopeefood.vn/ho-chi-minh/diem-tam-134,Quận 1,85055.0
https://shopeefood.vn/ho-chi-minh/kolkatta-indian-restaurant,Quận 1,64263.0
https://shopeefood.vn/ho-chi-minh/pho-thai-son,Quận 1,64444.0
https://shopeefood.vn/ho-chi-minh/pho-ha-ham-nghi,Quận 1,72473.0
https://shopeefood.vn/ho-chi-minh/thanh-ky-102-chao-ca-mi-hoanh-thanh,Quận 1,38777.0
https://shopeefood.vn/ho-chi-minh/dau-hu-bui-vien,Quận 1,10000.0
https://shopeefood.vn/ho-chi-minh/pho-minh-pasteur,Quận 1,55357.0
https://shopeefood.vn/ho-chi-minh/mi-2-go,Quận 1,78882.0
https://shopeefood.vn/ho-chi-minh/quan-mi-108-calmette,Quận 1,44666.0
https://shopeefood.vn/ho-chi-minh/the-mix-house-vietnamese-food-drink,Quận 1,146894.0
https://shopeefood.vn/ho-chi-minh/quan-an-25,Quận 1,120529.0
https://shopeefood.vn/ho-chi-minh/pugfoodnow-hu-tieu-bo-vien,Quận 1,101214.0
https://shopeefood.vn/ho-chi-minh/banh-mi-ba-huynh-cong-quynh,Quận 1,90562.0
https://shopeefood.vn/ho-chi-minh/bun-muc-suon-so-co-no,Quận 1,76083.0
https://shopeefood.vn/ho-chi-minh/bun-thit-nuong-co-hue-cho-thai-binh,Quận 1,30000.0
https://shopeefood.vn/ho-chi-minh/oc-van-cho-ben-thanh,Quận 1,80631.0
https://shopeefood.vn/ho-chi-minh/com-ga-hai-nam-nguyen-thai-binh,Quận 1,38571.0
https://shopeefood.vn/ho-chi-minh/royal-india-authentic-indian-cuisine-asiana-food-town,Quận 1,68823.0
https://shopeefood.vn/ho-chi-minh/bun-ha-noi-trang-beo-ton-that-tung,Quận 1,36647.0
https://shopeefood.vn/ho-chi-minh/makiucha-am-thuc-ma-lai,Quận 1,79533.0
https://shopeefood.vn/ho-chi-minh/84-s-com-ga-xoi-mo-com-suon-nuong-mat-ong-nguyen-huy-tu,Quận 1,56500.0
https://shopeefood.vn/ho-chi-minh/sup-xuong-bo-han-quoc,Quận 1,200266.0
https://shopeefood.vn/ho-chi-minh/nau-sai-gon-banh-hoi-bun-thit-nuong-banh-uot-ba-le-chan,Quận 1,49375.0
https://shopeefood.vn/ho-chi-minh/o-hong-bun-bap-bo-nguyen-van-thu,Quận 1,68611.0
